Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Developer,Rating
Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,0.16,0.14,0.0,0.07,0.37,74.0,EA Tiburon,E
Skate,PS3,2007.0,Sports,Electronic Arts,0.29,0.04,0.0,0.03,0.37,85.0,EA Black Box,T
Rage,PC,2011.0,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37,79.0,id Software,M
Custom Robo,GC,2004.0,Role-Playing,Nintendo,0.29,0.07,0.0,0.01,0.37,65.0,Noise Inc.,T
Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,65.0,Ubisoft Quebec,T
BioShock The Collection,PS4,2016.0,Shooter,Take-Two Interactive,0.1,0.19,0.02,0.06,0.37,84.0,2K Games,M
Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83.0,Indies Zero,T
DiRT 2,Wii,2009.0,Racing,Codemasters,0.1,0.22,0.0,0.04,0.37,51.0,Codemasters,E10+
Pac-Man World 2,GC,2002.0,Action,Nintendo,0.28,0.07,0.0,0.01,0.37,74.0,Namco,E
Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80.0,Crystal Dynamics,T
Rocket League,PS4,2016.0,Sports,505 Games,0.03,0.28,0.0,0.05,0.37,85.0,Psyonix,E
The BIGS,Wii,2007.0,Sports,Take-Two Interactive,0.34,0.0,0.0,0.03,0.37,66.0,Blue Castle Games,E
The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.33,0.01,0.0,0.03,0.37,68.0,Amaze Entertainment,E
Juiced 2: Hot Import Nights,PSP,2007.0,Racing,THQ,0.06,0.2,0.0,0.11,0.37,73.0,Juice Games,T
Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72.0,Obsidian Entertainment,T
DiRT Rally,PS4,2016.0,Racing,Codemasters,0.04,0.27,0.0,0.05,0.37,85.0,Codemasters,E
NFL Street 2 Unleashed,PSP,2005.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,73.0,EA Tiburon,E
FIFA Street 2,PS2,2006.0,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,59.0,EA Canada,E
Virtua Tennis 2009,Wii,2009.0,Sports,Sega,0.12,0.21,0.0,0.04,0.37,73.0,Sumo Digital,E
Overlord: Dark Legend,Wii,2009.0,Action,Codemasters,0.11,0.22,0.0,0.04,0.37,68.0,Climax Group,T
The Legend of Spyro: The Eternal Night,DS,2007.0,Platform,Vivendi Games,0.32,0.02,0.0,0.03,0.37,56.0,Amaze Entertainment,E
Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,Electronic Arts,0.1,0.17,0.0,0.1,0.37,52.0,EA Games,E10+
Wanted: Weapons of Fate,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0.0,0.04,0.37,62.0,GRIN,M
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,81.0,Monolith Soft,T
Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79.0,Neverland,E10+
Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,0.16,0.16,0.0,0.04,0.37,79.0,Io Interactive,E10+
Naruto Shippuden: Ninja Destiny 2,DS,2008.0,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55.0,Takara Tomy,T
Scribblenauts: Unlimited,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0.0,0.03,0.37,73.0,5TH Cell,E10+
Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37,81.0,Vicarious Visions,T
The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37,71.0,EA Redwood Shores,T
NCAA Football 07,PSP,2006.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,75.0,EA Sports,E
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009.0,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67.0,Tri-Crescendo,T
GoldenEye: Rogue Agent,GC,2004.0,Shooter,Electronic Arts,0.28,0.07,0.0,0.01,0.36,60.0,EA LA,T
Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,69.0,Black Box,T
Dragon Ball Z: Infinite World,PS2,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,48.0,Dimps Corporation,T
Elite Beat Agents,DS,2006.0,Misc,Nintendo,0.3,0.03,0.0,0.03,0.36,87.0,iNiS,E10+
ESPN X Games Skateboarding,PS2,2001.0,Sports,Konami Digital Entertainment,0.18,0.14,0.0,0.05,0.36,58.0,KCEO,E
Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.36,81.0,Firaxis Games,E10+
Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,85.0,Konami,T
Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.36,89.0,Valve Software,M
Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,0.22,0.11,0.0,0.03,0.36,76.0,Harmonix Music Systems,T
Star Fox: Zero,WiiU,2016.0,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36,69.0,PlatinumGames,E10+
SAW,PS3,2009.0,Action,Konami Digital Entertainment,0.13,0.17,0.0,0.06,0.36,59.0,Zombie Studios,M
Tom Clancy's HAWX 2,X360,2010.0,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68.0,Ubisoft,T
High Heat Major League Baseball 2004,PS2,2003.0,Sports,3DO,0.18,0.14,0.0,0.05,0.36,83.0,3DO,E
Robots,PS2,2005.0,Action,Vivendi Games,0.18,0.14,0.0,0.05,0.36,53.0,Eurocom Entertainment Software,E
NARC,PS2,2005.0,Shooter,Midway Games,0.18,0.14,0.0,0.05,0.36,50.0,Point of View,M
Dragon Ball Z: Attack of the Saiyans,DS,2009.0,Role-Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,73.0,Monolith Soft,E10+
Bionic Commando,PS3,2009.0,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,71.0,GRIN,M
Monster Rancher 3,PS2,2001.0,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,77.0,Tecmo,E
The Incredibles: Rise of the Underminer,PS2,2005.0,Action,THQ,0.18,0.14,0.0,0.05,0.36,60.0,Heavy Iron Studios,E10+
Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36,70.0,"Bandai Namco Games, Artdink",T
Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,Nintendo,0.26,0.1,0.0,0.01,0.36,72.0,Pax Softonica,E
Okage: Shadow King,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70.0,Zener Works,T
BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,86.0,Arc System Works,T
NFL GameDay 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,51.0,SCEA,E
NBA 2K6,XB,2005.0,Action,Take-Two Interactive,0.27,0.08,0.0,0.01,0.36,84.0,Visual Concepts,E
Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,0.3,0.03,0.0,0.03,0.36,49.0,Blue Tongue Entertainment,E10+
The Chronicles of Narnia: Prince Caspian,Wii,2008.0,Action,Disney Interactive Studios,0.31,0.02,0.0,0.03,0.36,63.0,Traveller's Tales,T
World's Scariest Police Chases,PS,2001.0,Racing,Activision,0.2,0.14,0.0,0.02,0.36,54.0,UDS,T
Shaun Palmer's Pro Snowboarder,GBA,2001.0,Sports,Activision,0.26,0.1,0.0,0.01,0.36,58.0,Natsume,E
MechAssault 2: Lone Wolf,XB,2004.0,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36,81.0,Day 1 Studios,T
Valkyrie Profile: Lenneth,PSP,2006.0,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,80.0,TOSE,T
Just Dance 2016,PS4,2015.0,Misc,Ubisoft,0.17,0.13,0.0,0.06,0.36,73.0,Ubisoft,E10+
ESPN NFL Football,XB,2003.0,Sports,Sega,0.27,0.08,0.0,0.01,0.36,91.0,Visual Concepts,E
Rapala Pro Fishing,PS2,2004.0,Sports,Zoo Digital Publishing,0.18,0.14,0.0,0.05,0.36,59.0,Activision,E
Spider-Man: Shattered Dimensions,X360,2010.0,Action,Activision,0.24,0.08,0.0,0.03,0.36,76.0,Beenox,T
TMNT,Wii,2007.0,Action,Ubisoft,0.3,0.03,0.0,0.03,0.36,60.0,Ubisoft Montreal,E10+
Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57.0,"RED Entertainment, Spike Chunsoft",E10+
Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,72.0,Cattle Call,T
Watch Dogs 2,XOne,2016.0,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36,83.0,Ubisoft Montreal,M
Tiger Woods PGA Tour 09,PSP,2008.0,Sports,Electronic Arts,0.07,0.18,0.0,0.1,0.36,53.0,Exient Entertainment,E
Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,77.0,Eurocom Entertainment Software,E
Arctic Thunder,PS2,2001.0,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,45.0,Inland Productions,T
ESPN: Sports Connection,WiiU,2012.0,Sports,Ubisoft,0.2,0.12,0.0,0.03,0.36,31.0,Ubisoft,E
Shrek,XB,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,49.0,Digital Illusions,T
Dragon's Crown,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,78.0,Vanillaware,T
Wipeout 2048,PSV,2012.0,Racing,Sony Computer Entertainment,0.13,0.17,0.0,0.05,0.35,79.0,Studio Liverpool,E10+
Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81.0,ITL,T
Earth Defense Force 2025,PS3,2013.0,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69.0,Sandlot,M
Middle-Earth: Shadow of Mordor,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.03,0.35,84.0,Monolith Productions,M
Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76.0,Konami,T
Tiger Woods PGA Tour 14,X360,2013.0,Sports,Electronic Arts,0.21,0.12,0.0,0.03,0.35,77.0,EA Tiburon,E
Outlaw Golf 2,PS2,2004.0,Sports,Global Star,0.17,0.14,0.0,0.05,0.35,63.0,Hypnotix,M
LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85.0,SCE Japan Studio,E
Football Manager Handheld 2010,PSP,2009.0,Sports,Sega,0.0,0.26,0.0,0.09,0.35,69.0,Sports Interactive,E
Disney's Tarzan: Return to the Jungle,GBA,2002.0,Action,Activision,0.25,0.09,0.0,0.01,0.35,68.0,Digital Eclipse,E
Batman: Rise of Sin Tzu,PS2,2003.0,Action,Ubisoft,0.17,0.13,0.0,0.05,0.35,63.0,Ubisoft Montreal,T
Worms: Open Warfare 2,DS,2007.0,Strategy,THQ,0.07,0.24,0.0,0.04,0.35,81.0,"Team 17, Two Tribes",E10+
Dark Void,PS3,2010.0,Action,Capcom,0.18,0.12,0.0,0.05,0.35,59.0,Airtight Games,T
Guitar Hero: Smash Hits,PS3,2009.0,Misc,Activision,0.2,0.11,0.0,0.05,0.35,73.0,Beenox,T
NHL 2K10,Wii,2009.0,Sports,Take-Two Interactive,0.32,0.01,0.0,0.03,0.35,79.0,Take-Two Interactive,E10+
Bloody Roar 3,PS2,2001.0,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,71.0,Eighting/Raizing,T
WWE Crush Hour,PS2,2003.0,Racing,THQ,0.17,0.13,0.0,0.04,0.35,56.0,Pacific Coast Power & Light,T
Persona 2: Eternal Punishment,PS,2000.0,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83.0,Atlus Co.,T
Homefront: The Revolution,PS4,2016.0,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,48.0,Deep Silver Dambuster Studios,M
Assassin's Creed III,WiiU,2012.0,Action,Ubisoft,0.19,0.13,0.0,0.03,0.35,85.0,Ubisoft Quebec,M
One Piece: Burning Blood,PS4,2016.0,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,0.35,66.0,Spike Chunsoft,T
Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,0.25,0.09,0.0,0.01,0.35,39.0,Pocket Studios,E
Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009.0,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.35,67.0,Game Arts,E10+
Toukiden: The Age of Demons,PSV,2013.0,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71.0,Omega Force,T
Football Manager 2016,PC,2015.0,Simulation,Sega,0.0,0.33,0.0,0.02,0.35,81.0,Sega,E
Resident Evil: Dead Aim,PS2,2003.0,Action,Capcom,0.17,0.13,0.0,0.04,0.35,65.0,Cavia Inc.,M
Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,0.27,0.07,0.0,0.01,0.35,75.0,EA Canada,E10+
EA Sports MMA,X360,2010.0,Fighting,Electronic Arts,0.23,0.09,0.0,0.02,0.35,79.0,EA Tiburon,T
Xbox Music Mixer,XB,2003.0,Misc,Microsoft Game Studios,0.26,0.08,0.0,0.01,0.35,49.0,WildTangent,E
Defiance,PS3,2013.0,Shooter,Trion Worlds,0.19,0.1,0.0,0.06,0.35,59.0,Trion Worlds,M
Terminator Salvation,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.0,0.04,0.35,48.0,GRIN,T
College Hoops 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.17,0.13,0.0,0.04,0.35,66.0,Visual Concepts,E
Guilty Gear X2,PS2,2002.0,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,87.0,Arc System Works,T
Chicken Shoot,Wii,2007.0,Action,Zoo Digital Publishing,0.32,0.0,0.0,0.02,0.35,27.0,Destination Software,E10+
Tom Clancy's Rainbow Six: Lockdown,PS2,2005.0,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.35,70.0,"Red Storm Entertainment, Ubisoft Montreal",M
MotoGP 08,X360,2008.0,Racing,Capcom,0.11,0.2,0.0,0.04,0.35,68.0,Milestone S.r.l,E
LEGO Marvel's Avengers,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0.0,0.03,0.35,71.0,TT Games,E10+
Aggressive Inline,PS2,2002.0,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,85.0,"Z-Axis, Ltd.",T
Mirror's Edge Catalyst,PS4,2016.0,Platform,Electronic Arts,0.11,0.16,0.02,0.05,0.35,69.0,EA DICE,T
Sniper Elite 3,XOne,2014.0,Shooter,505 Games,0.2,0.11,0.0,0.03,0.35,63.0,Rebellion,M
NFL Street,GC,2004.0,Sports,Electronic Arts,0.27,0.07,0.0,0.01,0.35,81.0,EA Tiburon,E
Karaoke Revolution,PS2,2003.0,Misc,Konami Digital Entertainment,0.17,0.13,0.0,0.04,0.35,83.0,Harmonix Music Systems,E
Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,0.17,0.13,0.0,0.04,0.35,81.0,Mass Media,T
EverGrace,PS2,2000.0,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35,59.0,From Software,T
Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,0.23,0.07,0.0,0.04,0.35,60.0,"Z-Axis, Ltd.",T
Lunar 2: Eternal Blue Complete,PS,1999.0,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35,86.0,Game Arts,T
MLB 06: The Show,PSP,2006.0,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35,83.0,SCEA San Diego Studios,E
Over the Hedge,GC,2006.0,Platform,Activision,0.27,0.07,0.0,0.01,0.35,61.0,Edge of Reality,E10+
Charlie and the Chocolate Factory,PS2,2005.0,Adventure,Global Star,0.17,0.13,0.0,0.04,0.35,35.0,"High Voltage Software, Backbone Entertainment",E
TrackMania Turbo,PS4,2016.0,Action,Ubisoft,0.03,0.26,0.0,0.05,0.35,81.0,Nadeo,E
Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.2,0.11,0.0,0.03,0.34,85.0,Electronic Arts,E
Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.3,0.01,0.0,0.03,0.34,69.0,EA Chicago,M
Dynasty Warriors 5 Empires,PS2,2006.0,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,62.0,Omega Force,T
Call of Duty: Ghosts,WiiU,2013.0,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,69.0,Treyarch,M
Transformers: Dark of the Moon,PS3,2011.0,Action,Activision,0.11,0.18,0.0,0.06,0.34,57.0,High Moon Studios,T
SoulCalibur,DC,1999.0,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34,98.0,Namco,T
WipEout 3,PS,1999.0,Racing,Psygnosis,0.19,0.13,0.0,0.02,0.34,89.0,Psygnosis,E
Classic NES Series: Ice Climber,GBA,2004.0,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34,66.0,Nintendo,E
Pirates of the Caribbean: At World's End,DS,2007.0,Action,Disney Interactive Studios,0.3,0.01,0.01,0.03,0.34,66.0,Amaze Entertainment,E10+
WWE '12,Wii,2011.0,Fighting,THQ,0.23,0.08,0.0,0.03,0.34,74.0,Yuke's,T
WWE All Stars,X360,2011.0,Fighting,THQ,0.18,0.14,0.0,0.03,0.34,75.0,THQ,T
Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.14,0.15,0.0,0.06,0.34,73.0,Io Interactive,E10+
Tekken Tag Tournament 2,X360,2012.0,Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,83.0,Namco Bandai Games,T
Driver 2 Advance,GBA,2002.0,Action,Atari,0.25,0.09,0.0,0.01,0.34,73.0,Sennari Interactive,T
Monster Rancher 4,PS2,2003.0,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,77.0,Tecmo,E
Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.16,0.15,0.0,0.04,0.34,61.0,Magic Pockets,E10+
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004.0,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,65.0,Capcom,E10+
Battalion Wars 2,Wii,2007.0,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75.0,Kuju Entertainment,T
MotorStorm: Arctic Edge,PS2,2009.0,Racing,Sony Computer Entertainment,0.07,0.03,0.0,0.25,0.34,72.0,Virtuos,T
Super Bust-A-Move,PS2,2000.0,Puzzle,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.34,75.0,Taito Corporation,E
Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34,78.0,Io Interactive,M
Supreme Commander 2,X360,2010.0,Strategy,Square Enix,0.23,0.09,0.0,0.03,0.34,75.0,Gas Powered Games,E10+
Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,0.34,65.0,Core Design Ltd.,T
Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.34,45.0,Asobo Studio,E
Company of Heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.04,0.34,80.0,Relic,M
Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80.0,Atlus,T
WWE Day of Reckoning 2,GC,2005.0,Fighting,THQ,0.26,0.07,0.0,0.01,0.34,76.0,Yuke's,T
The Urbz: Sims in the City,XB,2004.0,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,70.0,Maxis,T
Rayman Legends,XOne,2014.0,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,91.0,Ubisoft Montpellier,E10+
SpongeBob SquarePants: The Yellow Avenger,DS,2005.0,Action,THQ,0.31,0.0,0.0,0.02,0.34,67.0,Tantatus,E
Monopoly,PS3,2008.0,Misc,Electronic Arts,0.25,0.05,0.0,0.04,0.34,54.0,Electronic Arts,E
SimCity Creator,DS,2008.0,Simulation,Electronic Arts,0.29,0.02,0.0,0.03,0.34,69.0,Electronic Arts,E
Tenchu Z,X360,2006.0,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56.0,K2 LLC,M
Conan,PS3,2007.0,Action,THQ,0.13,0.15,0.0,0.05,0.34,69.0,Nihilistic,M
Leisure Suit Larry: Magna Cum Laude,PS2,2004.0,Adventure,Vivendi Games,0.17,0.13,0.0,0.04,0.34,60.0,High Voltage Software,M
MVP 06 NCAA Baseball,XB,2006.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.34,75.0,EA Canada,E
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59.0,Racjin,T
F.E.A.R.,X360,2006.0,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,85.0,Day 1 Studios,M
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34,77.0,Ubisoft,T
Spy Hunter,XB,2002.0,Racing,Midway Games,0.25,0.07,0.0,0.01,0.34,71.0,Point of View,T
Herbie: Fully Loaded,GBA,2005.0,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.34,47.0,Buena Vista Interactive,E
Teenage Mutant Ninja Turtles,GC,2003.0,Action,Konami Digital Entertainment,0.26,0.07,0.0,0.01,0.34,57.0,Konami,E
Kameo: Elements of Power,X360,2005.0,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,79.0,Rare Ltd.,T
Dynasty Warriors 6 Empires,PS3,2009.0,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,62.0,Omega Force,T
The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60.0,Cohort Studios,T
Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.28,0.0,0.03,0.02,0.34,82.0,1st Playable Productions,E10+
Dynasty Warriors: Gundam 2,PS2,2008.0,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52.0,Omega Force,T
Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,0.34,75.0,TOSE,T
MXRider,PS2,2001.0,Racing,Atari,0.16,0.13,0.0,0.04,0.34,69.0,Paradigm Entertainment,E
Delta Force: Black Hawk Down,XB,2005.0,Shooter,NovaLogic,0.25,0.07,0.0,0.01,0.34,61.0,Climax Group,T
Pirates of the Caribbean: At World's End,X360,2007.0,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,0.34,58.0,Eurocom Entertainment Software,T
World Championship Poker 2: Featuring Howard Lederer,PS2,2005.0,Misc,Oxygen Interactive,0.16,0.13,0.0,0.04,0.34,67.0,Point of View,T
The Eye of Judgment,PS3,2007.0,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.33,75.0,SCEJ,T
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,Ubisoft,0.21,0.11,0.0,0.01,0.33,66.0,Ubisoft Shanghai,T
Iron Man 2,DS,2010.0,Action,Sega,0.14,0.16,0.0,0.03,0.33,54.0,Sega Studios San Francisco,E10+
NHL 09,PS3,2008.0,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.33,88.0,EA Canada,E10+
World of Final Fantasy,PS4,2016.0,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77.0,Square Enix,E10+
Banjo-Kazooie: Grunty's Revenge,GBA,2003.0,Platform,THQ,0.24,0.09,0.0,0.01,0.33,72.0,Rare Ltd.,E
NHL 17,PS4,2016.0,Sports,Electronic Arts,0.19,0.08,0.0,0.06,0.33,78.0,"EA Canada, EA Vancouver",E10+
Mega Man ZX Advent,DS,2007.0,Platform,Capcom,0.22,0.0,0.09,0.02,0.33,78.0,Inti Creates,E10+
NCAA Basketball 10,PS3,2009.0,Sports,Electronic Arts,0.31,0.0,0.0,0.03,0.33,75.0,EA Canada,E
Jeanne d'Arc,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,0.33,87.0,Level 5,T
Harry Potter and the Deathly Hallows - Part 2,X360,2011.0,Action,Electronic Arts,0.19,0.11,0.0,0.03,0.33,44.0,EA Bright Light,T
Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03,0.33,64.0,TOSE,E
Ape Escape Academy,PSP,2004.0,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33,51.0,Shift,E10+
WWE Wrestlemania XIX,GC,2003.0,Fighting,THQ,0.26,0.07,0.0,0.01,0.33,76.0,Yuke's,T
The Sims 2,GC,2005.0,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,0.33,73.0,Maxis,T
Hulk,XB,2003.0,Action,Universal Interactive,0.25,0.07,0.0,0.01,0.33,69.0,Radical Entertainment,T
Untold Legends: The Warriors Code,PSP,2006.0,Role-Playing,Ubisoft,0.14,0.12,0.0,0.08,0.33,65.0,Sony Online Entertainment,T
Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,91.0,Namco,E
Deus Ex: Invisible War,XB,2003.0,Shooter,Eidos Interactive,0.25,0.07,0.0,0.01,0.33,84.0,Ion Storm,M
NASCAR Thunder 2002,XB,2001.0,Racing,Electronic Arts,0.25,0.07,0.0,0.01,0.33,82.0,EA Tiburon,E
The King of Fighters XIII,X360,2011.0,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,79.0,SNK Playmore,T
Tak 2: The Staff of Dreams,GC,2004.0,Platform,THQ,0.26,0.07,0.0,0.01,0.33,75.0,Avalanche Software,E
Fracture,X360,2008.0,Shooter,LucasArts,0.15,0.14,0.0,0.04,0.33,63.0,Day 1 Studios,T
Ninja Blade,X360,2009.0,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,68.0,From Software,M
Bookworm,DS,2009.0,Puzzle,PopCap Games,0.3,0.01,0.0,0.02,0.33,80.0,PopCap,E
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.0,0.06,0.33,62.0,TT Games,E10+
Bee Movie Game,Wii,2007.0,Action,Activision,0.3,0.01,0.0,0.03,0.33,62.0,Smart Bomb Interactive,E
